NEH,pxt,RMSE
8,0.04420017,0.0218617374332591
8,0.04430018,0.0217753587336928
8,0.04440018,0.021689092057874
8,0.04450018,0.0216029513833781
8,0.04460018,0.0215169283681604
8,0.04470018,0.0214310345701089
8,0.04480018,0.0213452541735826
8,0.04490019,0.0212595924669541
8,0.04500019,0.0211740628229497
8,0.04510019,0.0210886604034078
8,0.04520019,0.0210033736821287
8,0.04530019,0.0209181830735519
8,0.04540019,0.0208331537686169
8,0.0455002,0.0207482543541032
8,0.0456002,0.0206634862535555
8,0.0457002,0.0205788434550217
8,0.0458002,0.0204943310081107
8,0.0459002,0.0204099493952821
8,0.0460002,0.0203257064390522
8,0.04610021,0.0202415964853954
8,0.04620021,0.0201576199954875
8,0.04630021,0.0200737818350695
8,0.04640021,0.0199900793774699
8,0.04650021,0.0199065115387071
8,0.04660022,0.0198230849086247
8,0.04670022,0.0197397997642562
8,0.04680022,0.0196566599800923
8,0.04690022,0.0195736568078055
8,0.04700022,0.0194907975387803
8,0.04710022,0.0194080863636833
8,0.04720023,0.0193255215298917
8,0.04730023,0.0192431049607377
8,0.04740023,0.0191608323742503
8,0.04750023,0.0190787142079458
8,0.04760023,0.0189967463186386
8,0.04770023,0.0189149293362336
8,0.04780024,0.018833267562952
8,0.04790024,0.0187517614106097
8,0.04800024,0.0186704101296505
8,0.04810024,0.0185892179800653
8,0.04820024,0.018508181273818
8,0.04830024,0.018427305724434
8,0.04840025,0.0183465954440172
8,0.04850025,0.0182660499678494
8,0.04860025,0.0181856646962232
8,0.04870025,0.0181054498888834
8,0.04880025,0.0180254036428411
8,0.04890025,0.0179455210218993
8,0.04900026,0.0178658160902757
8,0.04910026,0.0177862814871997
8,0.04920026,0.0177069196210616
8,0.04930026,0.017627735205072
8,0.04940026,0.0175487292711571
8,0.04950026,0.0174698959865895
8,0.04960027,0.0173912526045783
8,0.04970027,0.0173127910449933
8,0.04980027,0.0172345112528034
8,0.04990027,0.0171564210135113
9,0.03950009,0.0216711487689813
9,0.0396001,0.0215741106210996
9,0.0397001,0.0214772196480472
9,0.0398001,0.0213804809276672
9,0.0399001,0.0212838904397047
9,0.0400001,0.0211874502749101
9,0.04010011,0.0210911693859053
9,0.04020011,0.0209950389783402
9,0.04030011,0.0208990626724047
9,0.04040011,0.0208032423695113
9,0.04050011,0.02070758885038
9,0.04060011,0.0206120903752545
9,0.04070012,0.0205167483897547
9,0.04080012,0.0204215663700891
9,0.04090012,0.0203265551034576
9,0.04100012,0.0202317041259654
9,0.04110012,0.0201370179708809
9,0.04120012,0.0200425016062828
9,0.04130013,0.0199481614983818
9,0.04140013,0.0198539817468127
9,0.04150013,0.0197599760464657
9,0.04160013,0.019666146628153
9,0.04170013,0.0195724907166514
9,0.04180013,0.0194790143244694
9,0.04190014,0.0193857065963161
9,0.04200014,0.0192925857847337
9,0.04210014,0.0191996506505002
9,0.04220014,0.01910688886434
9,0.04230014,0.0190143171607242
9,0.04240014,0.0189219301493716
9,0.04250015,0.018829739484791
9,0.04260015,0.0187377263716387
9,0.04270015,0.0186459179342187
9,0.04280015,0.0185542936605465
