NEH,pxt,RMSE
1,0.003,0.159129008565077
1,0.004,0.158981832295351
1,0.005,0.158834727658298
1,0.006000001,0.158687691253156
1,0.007000001,0.158540728478332
1,0.008,0.15839383158662
1,0.009000001,0.158247006570376
1,0.01,0.158100254234284
1,0.011,0.157953561191636
1,0.012,0.157806944441195
1,0.013,0.157660399202511
1,0.014,0.157513916105759
1,0.015,0.157367517074965
1,0.016,0.157221173523915
1,0.017,0.157074911577425
1,0.018,0.15692870975339
1,0.019,0.15678258708745
1,0.02,0.156636538594205
1,0.021,0.15649056257372
1,0.022,0.156344652305575
1,0.023,0.156198808479954
1,0.024,0.156053047307681
1,0.025,0.155907355825454
1,0.026,0.155761726835418
1,0.027,0.155616190129871
1,0.028,0.155470715221577
1,0.029,0.155325311741526
1,0.03,0.155179978611123
1,0.031,0.155034722131291
1,0.032,0.154889548095427
1,0.033,0.154744447888145
1,0.034,0.154599414914326
1,0.035,0.154454455293487
1,0.03599999,0.154309571256266
1,0.03699999,0.154164756360415
1,0.03799999,0.154020031683847
1,0.03899999,0.153875375439014
1,0.03999999,0.153730794457671
1,0.04099999,0.153586283240303
1,0.04199998,0.15344184935112
1,0.04299998,0.15329750574835
1,0.04399998,0.153153222924278
1,0.04499998,0.153009020389966
1,0.04599998,0.152864892113564
1,0.04699998,0.152720846924988
1,0.04799997,0.15257688003357
1,0.04899997,0.15243298801085
1,0.04999997,0.152289171748502
2,0.003,0.158688098988938
2,0.004,0.15839453952588
2,0.005,0.158101341090792
2,0.006000001,0.157808493357642
2,0.007000001,0.15751601370472
2,0.008,0.157223885900345
2,0.009000001,0.156932134132658
2,0.01,0.156640713374046
2,0.011,0.156349659744823
2,0.012,0.156058957521206
2,0.013,0.155768610861436
2,0.014,0.155478617953889
2,0.015,0.155188998071794
2,0.016,0.154899717489284
2,0.017,0.154610785743267
2,0.018,0.154322206868744
2,0.019,0.15403397971778
2,0.02,0.153746114052797
2,0.021,0.153458598988103
2,0.022,0.153171428208006
2,0.023,0.152884610249533
2,0.024,0.152598140560912
2,0.025,0.152312024134909
2,0.026,0.152026251026629
2,0.027,0.151740842121931
2,0.028,0.151455764946777
2,0.029,0.151171041725355
2,0.03,0.150886659826699
2,0.031,0.150602629631537
2,0.032,0.150318935264798
2,0.033,0.150035610359496
2,0.034,0.149752612112363
2,0.035,0.149469962169816
2,0.03599999,0.149187656847
2,0.03699999,0.148905693054927
