NEH,pxt,RMSE,theo_A1/A0,exp_A1/A0,theo_t_A1/A0,exp_t_A1/A0
6,0.04950026,0.0215019034981149,0.8140939,0.794508796401641,1.126663,1.15744840418378
6,0.04960027,0.0214242808826608,0.8140939,0.794508796401641,1.127327,1.15744840418378
6,0.04970027,0.0213467951360432,0.8140939,0.794508796401641,1.127992,1.15744840418378
6,0.04980027,0.0212694492570534,0.8140939,0.794508796401641,1.128656,1.15744840418378
6,0.04990027,0.0211922428968586,0.8140939,0.794508796401641,1.129321,1.15744840418378
7,0.04270015,0.0212727845551842,0.8140939,0.794508796401641,1.126427,1.15744840418378
7,0.04280015,0.0211822815531318,0.8140939,0.794508796401641,1.127191,1.15744840418378
7,0.04290015,0.0210919505047042,0.8140939,0.794508796401641,1.127955,1.15744840418378
7,0.04300015,0.0210018074462475,0.8140939,0.794508796401641,1.12872,1.15744840418378
7,0.04310016,0.0209118508922743,0.8140939,0.794508796401641,1.129485,1.15744840418378
7,0.04320016,0.0208220836929693,0.8140939,0.794508796401641,1.130249,1.15744840418378
7,0.04330016,0.020732501858376,0.8140939,0.794508796401641,1.131014,1.15744840418378
7,0.04340016,0.0206431139629475,0.8140939,0.794508796401641,1.131779,1.15744840418378
7,0.04350016,0.0205539163958359,0.8140939,0.794508796401641,1.132545,1.15744840418378
7,0.04360016,0.0204649169750416,0.8140939,0.794508796401641,1.13331,1.15744840418378
7,0.04370017,0.0203761106292576,0.8140939,0.794508796401641,1.134076,1.15744840418378
7,0.04380017,0.0202875067702391,0.8140939,0.794508796401641,1.134842,1.15744840418378
7,0.04390017,0.0201990965234221,0.8140939,0.794508796401641,1.135607,1.15744840418378
7,0.04400017,0.0201108901165175,0.8140939,0.794508796401641,1.136374,1.15744840418378
7,0.04410017,0.0200228859977393,0.8140939,0.794508796401641,1.13714,1.15744840418378
7,0.04420017,0.0199350874281228,0.8140939,0.794508796401641,1.137906,1.15744840418378
7,0.04430018,0.0198474968051227,0.8140939,0.794508796401641,1.138673,1.15744840418378
7,0.04440018,0.0197601154731653,0.8140939,0.794508796401641,1.13944,1.15744840418378
7,0.04450018,0.019672949401011,0.8140939,0.794508796401641,1.140207,1.15744840418378
7,0.04460018,0.0195859862268607,0.8140939,0.794508796401641,1.140974,1.15744840418378
7,0.04470018,0.0194992467260211,0.8140939,0.794508796401641,1.141741,1.15744840418378
7,0.04480018,0.0194127184874125,0.8140939,0.794508796401641,1.142508,1.15744840418378
7,0.04490019,0.0193264097468749,0.8140939,0.794508796401641,1.143276,1.15744840418378
7,0.04500019,0.0192403215178482,0.8140939,0.794508796401641,1.144043,1.15744840418378
7,0.04510019,0.0191544646570447,0.8140939,0.794508796401641,1.144811,1.15744840418378
7,0.04520019,0.01906882526746,0.8140939,0.794508796401641,1.145579,1.15744840418378
7,0.04530019,0.0189833749534854,0.8140939,0.794508796401641,1.146348,1.15744840418378
7,0.04540019,0.0188981934855439,0.8140939,0.794508796401641,1.147116,1.15744840418378
7,0.0455002,0.0188132474936803,0.8140939,0.794508796401641,1.147884,1.15744840418378
7,0.0456002,0.018728533579327,0.8140939,0.794508796401641,1.148653,1.15744840418378
7,0.0457002,0.0186440591350654,0.8140939,0.794508796401641,1.149422,1.15744840418378
7,0.0458002,0.0185598222933076,0.8140939,0.794508796401641,1.150191,1.15744840418378
7,0.0459002,0.0184758272996952,0.8140939,0.794508796401641,1.15096,1.15744840418378
7,0.0460002,0.0183920804080507,0.8140939,0.794508796401641,1.151729,1.15744840418378
7,0.04610021,0.018308578047904,0.8140939,0.794508796401641,1.152499,1.15744840418378
7,0.04620021,0.0182253192079662,0.8140939,0.794508796401641,1.153269,1.15744840418378
7,0.04630021,0.0181423137713592,0.8140939,0.794508796401641,1.154038,1.15744840418378
7,0.04640021,0.0180595694390209,0.8140939,0.794508796401641,1.154808,1.15744840418378
7,0.04650021,0.0179770735921792,0.8140939,0.794508796401641,1.155578,1.15744840418378
7,0.04660022,0.0178948437822155,0.8140939,0.794508796401641,1.156349,1.15744840418378
7,0.04670022,0.0178128777558062,0.8140939,0.794508796401641,1.157119,1.15744840418378
7,0.04680022,0.0177311741944472,0.8140939,0.794508796401641,1.15789,1.15744840418378
7,0.04690022,0.0176497318234285,0.8140939,0.794508796401641,1.158661,1.15744840418378
7,0.04700022,0.0175685625312428,0.8140939,0.794508796401641,1.159431,1.15744840418378
7,0.04710022,0.0174876692747662,0.8140939,0.794508796401641,1.160203,1.15744840418378
7,0.04720023,0.0174070507206705,0.8140939,0.794508796401641,1.160974,1.15744840418378
7,0.04730023,0.0173267208779031,0.8140939,0.794508796401641,1.161745,1.15744840418378
7,0.04740023,0.0172466558025142,0.8140939,0.794508796401641,1.162517,1.15744840418378
7,0.04750023,0.0171668881258336,0.8140939,0.794508796401641,1.163288,1.15744840418378
7,0.04760023,0.0170874072970457,0.8140939,0.794508796401641,1.16406,1.15744840418378
7,0.04770023,0.0170082186910476,0.8140939,0.794508796401641,1.164833,1.15744840418378
7,0.04780024,0.0169293244644511,0.8140939,0.794508796401641,1.165605,1.15744840418378
7,0.04790024,0.0168507285263606,0.8140939,0.794508796401641,1.166377,1.15744840418378
7,0.04800024,0.0167724281896806,0.8140939,0.794508796401641,1.16715,1.15744840418378
7,0.04810024,0.016694443254685,0.8140939,0.794508796401641,1.167922,1.15744840418378
7,0.04820024,0.0166167536366401,0.8140939,0.794508796401641,1.168695,1.15744840418378
7,0.04830024,0.0165393846933751,0.8140939,0.794508796401641,1.169468,1.15744840418378
7,0.04840025,0.0164623268350224,0.8140939,0.794508796401641,1.170242,1.15744840418378
7,0.04850025,0.0163855885042905,0.8140939,0.794508796401641,1.171015,1.15744840418378
7,0.04860025,0.0163091685418766,0.8140939,0.794508796401641,1.171788,1.15744840418378
