NEH,pxt,RMSE,theo_A1/A0,exp_A1/A0,theo_t_A1/A0,exp_t_A1/A0
14,0.04820024,0.060320599387283,1.036714,1.00542249192988,1.745916,1.81629573832245
14,0.04830024,0.0601877272085102,1.036714,1.00542249192988,1.747462,1.81629573832245
14,0.04840025,0.0600549476147482,1.036714,1.00542249192988,1.749009,1.81629573832245
14,0.04850025,0.0599222476561118,1.036714,1.00542249192988,1.750556,1.81629573832245
14,0.04860025,0.0597896410896141,1.036714,1.00542249192988,1.752103,1.81629573832245
14,0.04870025,0.0596571148703732,1.036714,1.00542249192988,1.75365,1.81629573832245
14,0.04880025,0.0595246798351664,1.036714,1.00542249192988,1.755198,1.81629573832245
14,0.04890025,0.0593923280092001,1.036714,1.00542249192988,1.756746,1.81629573832245
14,0.04900026,0.0592600685796124,1.036714,1.00542249192988,1.758294,1.81629573832245
14,0.04910026,0.0591278912307295,1.036714,1.00542249192988,1.759843,1.81629573832245
14,0.04920026,0.05899580372944,1.036714,1.00542249192988,1.761392,1.81629573832245
14,0.04930026,0.0588638006102231,1.036714,1.00542249192988,1.762941,1.81629573832245
14,0.04940026,0.0587318867363047,1.036714,1.00542249192988,1.764491,1.81629573832245
14,0.04950026,0.0586000619240186,1.036714,1.00542249192988,1.766041,1.81629573832245
14,0.04960027,0.0584683257354151,1.036714,1.00542249192988,1.767591,1.81629573832245
14,0.04970027,0.0583366773236404,1.036714,1.00542249192988,1.769142,1.81629573832245
14,0.04980027,0.0582051139001858,1.036714,1.00542249192988,1.770693,1.81629573832245
14,0.04990027,0.0580736360635284,1.036714,1.00542249192988,1.772244,1.81629573832245
15,0.04520019,0.0600237623025417,1.036714,1.00542249192988,1.74704,1.81629573832245
15,0.04530019,0.0598815580598603,1.036714,1.00542249192988,1.748686,1.81629573832245
15,0.04540019,0.0597395183273712,1.036714,1.00542249192988,1.750332,1.81629573832245
15,0.0455002,0.0595975728667261,1.036714,1.00542249192988,1.751979,1.81629573832245
15,0.0456002,0.0594557303856477,1.036714,1.00542249192988,1.753626,1.81629573832245
15,0.0457002,0.0593139844493065,1.036714,1.00542249192988,1.755274,1.81629573832245
15,0.0458002,0.0591723390054885,1.036714,1.00542249192988,1.756921,1.81629573832245
15,0.0459002,0.0590307895714569,1.036714,1.00542249192988,1.75857,1.81629573832245
15,0.0460002,0.0588893466320063,1.036714,1.00542249192988,1.760218,1.81629573832245
15,0.04610021,0.0587480037996167,1.036714,1.00542249192988,1.761867,1.81629573832245
15,0.04620021,0.0586067543509627,1.036714,1.00542249192988,1.763516,1.81629573832245
15,0.04630021,0.058465607021506,1.036714,1.00542249192988,1.765166,1.81629573832245
15,0.04640021,0.0583245589867742,1.036714,1.00542249192988,1.766816,1.81629573832245
15,0.04650021,0.0581836219813207,1.036714,1.00542249192988,1.768466,1.81629573832245
15,0.04660022,0.0580427742532446,1.036714,1.00542249192988,1.770117,1.81629573832245
15,0.04670022,0.0579020354370353,1.036714,1.00542249192988,1.771768,1.81629573832245
15,0.04680022,0.0577613861678775,1.036714,1.00542249192988,1.773419,1.81629573832245
15,0.04690022,0.0576208444778176,1.036714,1.00542249192988,1.775071,1.81629573832245
15,0.04700022,0.0574803963090522,1.036714,1.00542249192988,1.776722,1.81629573832245
15,0.04710022,0.0573400541774385,1.036714,1.00542249192988,1.778375,1.81629573832245
15,0.04720023,0.0571998163967771,1.036714,1.00542249192988,1.780028,1.81629573832245
15,0.04730023,0.0570596721256402,1.036714,1.00542249192988,1.781681,1.81629573832245
15,0.04740023,0.0569196303592938,1.036714,1.00542249192988,1.783334,1.81629573832245
15,0.04750023,0.0567796817971215,1.036714,1.00542249192988,1.784988,1.81629573832245
15,0.04760023,0.056639841962013,1.036714,1.00542249192988,1.786642,1.81629573832245
15,0.04770023,0.0565001086327046,1.036714,1.00542249192988,1.788296,1.81629573832245
15,0.04780024,0.0563604704019717,1.036714,1.00542249192988,1.789951,1.81629573832245
15,0.04790024,0.0562209291207021,1.036714,1.00542249192988,1.791606,1.81629573832245
15,0.04800024,0.0560814893572863,1.036714,1.00542249192988,1.793262,1.81629573832245
15,0.04810024,0.0559421601518848,1.036714,1.00542249192988,1.794917,1.81629573832245
15,0.04820024,0.0558029226825363,1.036714,1.00542249192988,1.796574,1.81629573832245
15,0.04830024,0.0556637886915179,1.036714,1.00542249192988,1.79823,1.81629573832245
15,0.04840025,0.0555247582047882,1.036714,1.00542249192988,1.799887,1.81629573832245
15,0.04850025,0.0553858257139416,1.036714,1.00542249192988,1.801544,1.81629573832245
15,0.04860025,0.055247000644861,1.036714,1.00542249192988,1.803202,1.81629573832245
15,0.04870025,0.0551082747276693,1.036714,1.00542249192988,1.80486,1.81629573832245
15,0.04880025,0.0549696461166807,1.036714,1.00542249192988,1.806518,1.81629573832245
