NEH,pxt,RMSE,theo_A1/A0,exp_A1/A0,theo_t_A1/A0,exp_t_A1/A0
33,0.04970027,0.0233674654527136,0.9371789,0.97859697530777,2.663616,2.83360722692873
33,0.04980027,0.0231887186788185,0.9371789,0.97859697530777,2.667272,2.83360722692873
33,0.04990027,0.0230113376305734,0.9371789,0.97859697530777,2.670929,2.83360722692873
34,0.04830024,0.0232886202966629,0.9371789,0.97859697530777,2.663283,2.83360722692873
34,0.04840025,0.023105541520895,0.9371789,0.97859697530777,2.667039,2.83360722692873
34,0.04850025,0.022923947552758,0.9371789,0.97859697530777,2.670795,2.83360722692873
34,0.04860025,0.0227438510490714,0.9371789,0.97859697530777,2.674552,2.83360722692873
34,0.04870025,0.0225653141634154,0.9371789,0.97859697530777,2.67831,2.83360722692873
34,0.04880025,0.0223883415567186,0.9371789,0.97859697530777,2.682069,2.83360722692873
34,0.04890025,0.0222129398259051,0.9371789,0.97859697530777,2.685828,2.83360722692873
34,0.04900026,0.0220391814953985,0.9371789,0.97859697530777,2.689589,2.83360722692873
34,0.04910026,0.0218670724658159,0.9371789,0.97859697530777,2.69335,2.83360722692873
34,0.04920026,0.0216966282011135,0.9371789,0.97859697530777,2.697111,2.83360722692873
34,0.04930026,0.0215279165852746,0.9371789,0.97859697530777,2.700874,2.83360722692873
34,0.04940026,0.0213609507755925,0.9371789,0.97859697530777,2.704638,2.83360722692873
34,0.04950026,0.0211957637327923,0.9371789,0.97859697530777,2.708402,2.83360722692873
34,0.04960027,0.0210323939964621,0.9371789,0.97859697530777,2.712167,2.83360722692873
34,0.04970027,0.0208708284265374,0.9371789,0.97859697530777,2.715933,2.83360722692873
34,0.04980027,0.0207111900936561,0.9371789,0.97859697530777,2.7197,2.83360722692873
34,0.04990027,0.0205534497050875,0.9371789,0.97859697530777,2.723467,2.83360722692873
35,0.04700022,0.0231710754371363,0.9371789,0.97859697530777,2.663867,2.83360722692873
35,0.04710022,0.0229840254283187,0.9371789,0.97859697530777,2.667722,2.83360722692873
