NEH,pxt,RMSE,theo_A1/A0,exp_A1/A0,theo_t_A1/A0,exp_t_A1/A0
20,0.04770023,0.007992060445518,0.7868707,0.77611087648408,1.788981,1.88722968393814
20,0.04780024,0.00806264119356089,0.7868707,0.77611087648408,1.791188,1.88722968393814
20,0.04790024,0.00813763070708814,0.7868707,0.77611087648408,1.793394,1.88722968393814
20,0.04800024,0.00821687354999286,0.7868707,0.77611087648408,1.795602,1.88722968393814
20,0.04810024,0.0083002448311208,0.7868707,0.77611087648408,1.797809,1.88722968393814
20,0.04820024,0.00838760863776801,0.7868707,0.77611087648408,1.800017,1.88722968393814
20,0.04830024,0.00847881689658485,0.7868707,0.77611087648408,1.802226,1.88722968393814
20,0.04840025,0.00857374652157442,0.7868707,0.77611087648408,1.804435,1.88722968393814
20,0.04850025,0.00867225558319162,0.7868707,0.77611087648408,1.806645,1.88722968393814
20,0.04860025,0.00877421761344362,0.7868707,0.77611087648408,1.808855,1.88722968393814
20,0.04870025,0.00887949415564448,0.7868707,0.77611087648408,1.811066,1.88722968393814
20,0.04880025,0.0089879516174213,0.7868707,0.77611087648408,1.813277,1.88722968393814
20,0.04890025,0.00909948581198069,0.7868707,0.77611087648408,1.815488,1.88722968393814
20,0.04900026,0.0092139488928004,0.7868707,0.77611087648408,1.8177,1.88722968393814
20,0.04910026,0.00933122799039831,0.7868707,0.77611087648408,1.819912,1.88722968393814
20,0.04920026,0.00945121148187804,0.7868707,0.77611087648408,1.822125,1.88722968393814
20,0.04930026,0.00957378223214647,0.7868707,0.77611087648408,1.824339,1.88722968393814
20,0.04940026,0.00969882926841586,0.7868707,0.77611087648408,1.826552,1.88722968393814
20,0.04950026,0.00982626308111301,0.7868707,0.77611087648408,1.828767,1.88722968393814
20,0.04960027,0.009955955117056,0.7868707,0.77611087648408,1.830981,1.88722968393814
20,0.04970027,0.0100878272569077,0.7868707,0.77611087648408,1.833197,1.88722968393814
20,0.04980027,0.0102217697012395,0.7868707,0.77611087648408,1.835412,1.88722968393814
20,0.04990027,0.0103577035819072,0.7868707,0.77611087648408,1.837628,1.88722968393814
21,0.0455002,0.00803294713882155,0.7868707,0.77611087648408,1.788242,1.88722968393814
21,0.0456002,0.00810921275460133,0.7868707,0.77611087648408,1.790548,1.88722968393814
21,0.0457002,0.00819023007053627,0.7868707,0.77611087648408,1.792855,1.88722968393814
21,0.0458002,0.00827585124658688,0.7868707,0.77611087648408,1.795162,1.88722968393814
21,0.0459002,0.00836590513934105,0.7868707,0.77611087648408,1.797469,1.88722968393814
21,0.0460002,0.00846025215194037,0.7868707,0.77611087648408,1.799777,1.88722968393814
21,0.04610021,0.00855872307208488,0.7868707,0.77611087648408,1.802086,1.88722968393814
